id,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,release_year,review_score
1337,"On the morning of his re-election, the President decides to read the newspaper for the first time in four years. This starts him down a slippery slope. He begins reading obsessively, reexamining his black and white view of the world, holing up in his bedroom in his pajamas. Frightened by the President's apparent nervous breakdown, his Chief of Staff pushes him back into the spotlight, booking him as a guest judge on the television ratings juggernaut (and the President's personal fave), the weekly talent show American Dreamz. America can't seem to get enough of American Dreamz, hosted by self-aggrandizing, self-loathing Martin Tweed, ever on the lookout for the next insta-celebrity. His latest crop of hopefuls includes Sally, a conniving steel magnolia with a devoted, dopey veteran boyfriend, and Omer, a recent Southern Californian immigrant (who just happens to be a bumbling, show tune singing, would-be terrorist awaiting activation). When both Sally and Omer make it to the final round of Dreamz -- where the President will be judging along with Tweed -- the stage is set for a show the nation will never forget.",PG-13,Drama,Paul Weitz,Paul Weitz,2006-04-21,"Oct 3, 2006",$,7156725.0,108 minutes,Universal Pictures,2006,41
1339,"When her director husband is occupied with work in Paris, an American woman takes a jaunt with his business associate, a charming Gallic rogue who is happy to squire her on a tour of some of the finest meals in Provence. The first feature directed by Eleanor Coppola, wife of Francis and director of the ""Apocalypse Now"" documentary ""Hearts of Darkness"".",PG,Comedy,Eleanor Coppola,Eleanor Coppola,2017-05-12,"Sep 5, 2017",$,5617321.0,92 minutes,Sony Pictures Classics,2017,41
1339,"When her director husband is occupied with work in Paris, an American woman takes a jaunt with his business associate, a charming Gallic rogue who is happy to squire her on a tour of some of the finest meals in Provence. The first feature directed by Eleanor Coppola, wife of Francis and director of the ""Apocalypse Now"" documentary ""Hearts of Darkness"".",PG,Romance,Eleanor Coppola,Eleanor Coppola,2017-05-12,"Sep 5, 2017",$,5617321.0,92 minutes,Sony Pictures Classics,2017,41
1340,"Produced by MTV Films, The Perfect Score is a teen crime comedy about a group of high school students who decide to steal the answers to the SAT exam. Kyle (Chris Evans) wants to be an architect, but his scores are too low to get into the school of his choice. Matty (Bryan Greenberg) is heartbroken when he is rejected from the school to which his girlfriend goes. Good girl Anna (Erika Christensen) is pressured by her parents to excel in academics and remain innocent. Desmond (Darius Miles) is a basketball player who believes the SAT exam is racist. Rounding out the group is gutsy Francesca (Scarlett Johansson) and lonely Roy (Leonardo Nam).",PG-13,Comedy,Brian Robbins,Mark Schwahn|Marc Hyman|Jon Zack,2004-01-30,"Jun 29, 2004",$,10279192.0,92 minutes,Paramount Pictures,2004,14
1340,"Produced by MTV Films, The Perfect Score is a teen crime comedy about a group of high school students who decide to steal the answers to the SAT exam. Kyle (Chris Evans) wants to be an architect, but his scores are too low to get into the school of his choice. Matty (Bryan Greenberg) is heartbroken when he is rejected from the school to which his girlfriend goes. Good girl Anna (Erika Christensen) is pressured by her parents to excel in academics and remain innocent. Desmond (Darius Miles) is a basketball player who believes the SAT exam is racist. Rounding out the group is gutsy Francesca (Scarlett Johansson) and lonely Roy (Leonardo Nam).",PG-13,Drama,Brian Robbins,Mark Schwahn|Marc Hyman|Jon Zack,2004-01-30,"Jun 29, 2004",$,10279192.0,92 minutes,Paramount Pictures,2004,14
1340,"Produced by MTV Films, The Perfect Score is a teen crime comedy about a group of high school students who decide to steal the answers to the SAT exam. Kyle (Chris Evans) wants to be an architect, but his scores are too low to get into the school of his choice. Matty (Bryan Greenberg) is heartbroken when he is rejected from the school to which his girlfriend goes. Good girl Anna (Erika Christensen) is pressured by her parents to excel in academics and remain innocent. Desmond (Darius Miles) is a basketball player who believes the SAT exam is racist. Rounding out the group is gutsy Francesca (Scarlett Johansson) and lonely Roy (Leonardo Nam).",PG-13,Mystery and Suspense,Brian Robbins,Mark Schwahn|Marc Hyman|Jon Zack,2004-01-30,"Jun 29, 2004",$,10279192.0,92 minutes,Paramount Pictures,2004,14
1341,"Two Oscar-winning actors add a family-oriented comedy to their resumes with this Disney-produced arctic adventure. Snow Dogs stars Cuba Gooding Jr. as Ted Brooks, a Florida-dwelling dentist with a successful chain of offices and a comfy, poolside lifestyle. All this changes, however, when he finds out that he was actually adopted as a child, and that his birth mother has died and left him an inheritance in her home state of Alaska, of all places. After arriving in the snow-bound clime, Ted learns that he has been willed a pack of cutely named sled dogs: Demon, Diesel, Dutchess, Nana, Mack, Scooper, Sniff, and Yodel. Problem is, the town's premiere sled-dogger, Thunder Jack (James Coburn), wants the pack for himself, and encourages Ted to go back to his tropical environs. But with a major sled-dog race looming, Ted's inspired to learn the ropes, as it were, and prove himself worthy of his birth mother's inheritance -- any way he can. Snow Dogs was directed by Jingle All the Way's Brian Levant and features some animatronic dog effects by Jim Henson's Creature Shop; the script was very loosely adapted from popular author Gary Paulsen's nonfiction book Winterdance: The Fine Madness of Running the Iditarod.",PG,Action and Adventure,Brian Levant,,2002-01-18,"May 14, 2002",$,81110575.0,99 minutes,Buena Vista Distribution Compa,2002,25
1341,"Two Oscar-winning actors add a family-oriented comedy to their resumes with this Disney-produced arctic adventure. Snow Dogs stars Cuba Gooding Jr. as Ted Brooks, a Florida-dwelling dentist with a successful chain of offices and a comfy, poolside lifestyle. All this changes, however, when he finds out that he was actually adopted as a child, and that his birth mother has died and left him an inheritance in her home state of Alaska, of all places. After arriving in the snow-bound clime, Ted learns that he has been willed a pack of cutely named sled dogs: Demon, Diesel, Dutchess, Nana, Mack, Scooper, Sniff, and Yodel. Problem is, the town's premiere sled-dogger, Thunder Jack (James Coburn), wants the pack for himself, and encourages Ted to go back to his tropical environs. But with a major sled-dog race looming, Ted's inspired to learn the ropes, as it were, and prove himself worthy of his birth mother's inheritance -- any way he can. Snow Dogs was directed by Jingle All the Way's Brian Levant and features some animatronic dog effects by Jim Henson's Creature Shop; the script was very loosely adapted from popular author Gary Paulsen's nonfiction book Winterdance: The Fine Madness of Running the Iditarod.",PG,Comedy,Brian Levant,,2002-01-18,"May 14, 2002",$,81110575.0,99 minutes,Buena Vista Distribution Compa,2002,25
1341,"Two Oscar-winning actors add a family-oriented comedy to their resumes with this Disney-produced arctic adventure. Snow Dogs stars Cuba Gooding Jr. as Ted Brooks, a Florida-dwelling dentist with a successful chain of offices and a comfy, poolside lifestyle. All this changes, however, when he finds out that he was actually adopted as a child, and that his birth mother has died and left him an inheritance in her home state of Alaska, of all places. After arriving in the snow-bound clime, Ted learns that he has been willed a pack of cutely named sled dogs: Demon, Diesel, Dutchess, Nana, Mack, Scooper, Sniff, and Yodel. Problem is, the town's premiere sled-dogger, Thunder Jack (James Coburn), wants the pack for himself, and encourages Ted to go back to his tropical environs. But with a major sled-dog race looming, Ted's inspired to learn the ropes, as it were, and prove himself worthy of his birth mother's inheritance -- any way he can. Snow Dogs was directed by Jingle All the Way's Brian Levant and features some animatronic dog effects by Jim Henson's Creature Shop; the script was very loosely adapted from popular author Gary Paulsen's nonfiction book Winterdance: The Fine Madness of Running the Iditarod.",PG,Kids and Family,Brian Levant,,2002-01-18,"May 14, 2002",$,81110575.0,99 minutes,Buena Vista Distribution Compa,2002,25
1362,"BLACK OR WHITE is the story of a grandfather (Academy Award (R) winner Kevin Costner) who is suddenly left to care for his beloved granddaughter. When her paternal grandmother (Academy Award (R) winner Octavia Spencer) seeks custody with the help of her brother (Anthony Mackie), the little girl is torn between two families who love her deeply. With the best intentions at heart, both families fight for what they feel is right and are soon forced to confront their true feelings about race, forgiveness, and understanding. Anchored by an all-star cast and based on real events, the movie is a look at two seemingly different worlds, in which nothing is as simple as black or white. (C) Relativity",PG-13,Drama,Mike Binder,Mike Binder,2015-01-30,"May 5, 2015",$,15504419.0,90 minutes,,2015,42
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,2009-10-09,"Feb 9, 2010",$,109176215.0,107 minutes,Universal Pictures,2009,11
1381,"When a one-night stand that should have stayed that way has unexpected consequences, the reluctant odd couple attempts to transform their tentative relationship into a lasting love in this conception comedy. Twenty-four-year-old entertainment journalist Alison Scott (Katherine Heigl) is on the fast track to the big time, but an alcohol-fueled hookup with responsibility-shirking slacker Ben Stone (Seth Rogen) finds her professional priorities taking a back seat to having a baby.",R,Comedy,Judd Apatow,Judd Apatow,2007-06-01,"Sep 25, 2007",$,148734225.0,129 minutes,Universal,2007,90
